gyro
0.0,0.0,-0.01,0
0.0,-0.02,0.0,19889000
0.0,-0.02,0.0,29911000
0.0,-0.02,0.0,40469000
0.0,-0.02,0.0,49895000
0.0,-0.02,0.0,59880000
0.0,-0.02,0.0,70285000
0.0,0.01,0.0,80192000
0.0,0.01,0.0,89911000
0.0,0.01,0.0,99893000
0.0,-0.01,0.02,110038000
0.0,-0.01,0.02,119881000
0.0,-0.01,0.02,129867000
-0.02,-0.02,0.0,140281000
-0.02,-0.02,0.0,149998000
-0.02,-0.02,0.0,159989000
0.0,0.01,-0.01,169875000
0.0,0.01,-0.01,182829000
0.0,0.01,-0.01,189898000
0.0,0.02,0.01,199929000
0.0,0.02,0.01,210217000
0.0,0.02,0.01,220019000
-0.01,0.0,0.01,230639000
-0.01,0.0,0.01,239876000
0.01,0.049999997,-0.01,249927000
0.01,0.06,0.0,280061000
-0.01,0.02,0.01,310065000
-0.01,0.02,0.01,319969000
-0.01,0.02,0.01,329936000
0.01,0.01,0.0,340278000
0.0,0.03,0.0,369881000
0.0,0.03,0.0,379899000
0.0,0.03,0.0,390223000
-0.01,0.0,0.01,400438000
-0.01,0.0,0.01,409914000
-0.01,0.0,0.01,419876000
0.0,-0.01,0.01,431629000
0.0,-0.01,0.01,440241000
0.03,0.0,0.0,449916000
0.03,0.0,0.0,459909000
0.03,0.0,0.0,470248000
0.0,0.0,0.0,479966000
0.0,0.0,0.0,489965000
0.0,0.0,0.0,499883000
0.0,-0.02,0.0,509897000
0.0,-0.02,0.0,519898000
0.0,-0.02,0.0,530198000
0.01,0.0,0.0,540276000
0.02,0.01,0.0,570003000
0.02,0.01,0.0,579919000
0.02,0.01,0.0,589918000
0.02,0.0,0.0,600271000
0.02,0.0,0.0,610038000
0.02,0.0,0.0,619894000
0.0,-0.02,0.0,629918000
0.0,-0.02,0.0,640048000
0.0,-0.02,0.0,650001000
0.0,0.0,0.01,659915000
0.0,0.0,0.01,670242000
0.0,0.0,0.02,679938000
0.0,0.0,0.02,689955000
0.0,0.0,0.02,699897000
0.0,0.0,0.01,709908000
0.0,0.0,0.01,719903000
0.0,0.0,0.01,730333000
0.01,0.01,0.0,739946000
0.02,0.01,0.0,770247000
0.02,0.01,0.0,780285000
0.02,0.01,0.0,789945000
0.03,0.01,0.0,800238000
0.03,0.01,0.0,809932000
0.03,0.01,0.0,819899000
0.01,0.02,0.0,830020000
0.0,0.03,0.01,860265000
0.0,0.03,0.01,869918000
0.04,0.02,0.01,879961000
0.04,0.02,0.01,892815000
0.04,0.02,0.01,899918000
0.049999997,0.0,0.01,910627000
0.049999997,0.0,0.01,919898000
0.049999997,0.0,0.01,930276000
0.07,0.0,0.02,939941000
0.07,0.0,0.02,949946000
0.07,0.0,0.02,959907000
0.07,0.0,0.01,969911000
0.07,0.0,0.01,979909000
0.07,0.0,0.01,989920000
0.089999996,0.01,0.02,1000285000
0.089999996,0.01,0.02,1009893000
0.089999996,0.01,0.02,1019908000
0.11,0.02,0.03,1029940000
0.11,0.02,0.03,1039916000
0.11,0.02,0.03,1049879000
0.11,0.03,0.02,1060629000
0.11,0.03,0.02,1069925000
0.11,0.03,0.02,1079948000
0.099999994,0.02,0.04,1089908000
0.099999994,0.02,0.04,1101049000
0.12,0.01,0.04,1109919000
0.12,0.01,0.04,1120730000
0.12,0.01,0.04,1130273000
0.13,0.0,0.01,1139931000
0.13,0.0,0.01,1150073000
0.13,0.0,0.01,1159919000
0.17,0.0,0.01,1169913000
0.17,0.0,0.01,1179908000
0.17,0.0,0.01,1189912000
0.17999999,0.0,0.03,1200351000
0.17999999,0.0,0.03,1209914000
0.17999999,0.0,0.03,1219891000
0.19999999,0.0,0.03,1230509000
0.19999999,0.0,0.03,1239937000
0.19999999,0.0,0.03,1249912000
0.26999998,0.0,0.02,1260259000
0.26999998,0.0,0.02,1269905000
0.26999998,0.0,0.02,1279961000
0.35999998,0.0,0.04,1298989000
0.35999998,0.0,0.04,1299989000
0.39,-0.02,0.03,1310534000
0.39,-0.02,0.03,1319908000
0.39,-0.02,0.03,1330266000
0.42,-0.04,0.01,1339926000
0.42,-0.04,0.01,1352751000
0.42,-0.04,0.01,1359914000
0.39999998,-0.01,0.01,1369940000
0.39999998,-0.01,0.01,1379949000
0.39999998,-0.01,0.01,1390288000
0.38,-0.03,0.02,1399934000
0.38,-0.03,0.02,1409896000
0.38,-0.03,0.02,1420021000
0.32,-0.02,-0.02,1429922000
0.32,-0.02,-0.02,1439922000
0.32,-0.02,-0.02,1449908000
0.22,0.0,-0.04,1460289000
0.22,0.0,-0.04,1469920000
0.22,0.0,-0.04,1479929000
0.12,-0.01,-0.02,1489920000
0.12,-0.01,-0.02,1499943000
0.12,-0.01,-0.02,1509884000
0.06,0.0,-0.04,1520250000
0.06,0.0,-0.04,1530274000
0.0,0.01,-0.03,1539934000
0.0,0.01,-0.03,1549896000
0.0,0.01,-0.03,1561845000
-0.089999996,-0.01,-0.02,1569942000
-0.089999996,-0.01,-0.02,1579915000
-0.089999996,-0.01,-0.02,1590269000
-0.12,0.0,-0.02,1599902000
-0.12,0.0,-0.02,1610440000
-0.12,0.0,-0.02,1619963000
-0.14999999,0.03,-0.02,1630173000
-0.14999999,0.03,-0.02,1639909000
-0.14999999,0.03,-0.02,1649900000
-0.21,0.01,-0.01,1660266000
-0.21,0.01,-0.01,1669896000
-0.21,0.01,-0.01,1679952000
-0.26,0.02,0.0,1690216000
-0.26,0.02,0.0,1699915000
-0.26,0.02,0.0,1709894000
-0.28,0.02,0.0,1720240000
-0.28,0.02,0.0,1729956000
-0.35999998,0.01,0.0,1739924000
-0.35999998,0.01,0.0,1749918000
-0.35999998,0.01,0.0,1759878000
-0.38,-0.01,-0.01,1770906000
-0.38,-0.01,-0.01,1779917000
-0.38,-0.01,-0.01,1790276000
-0.42,-0.03,0.01,1799901000
-0.42,-0.03,0.01,1812766000
-0.42,-0.03,0.01,1819990000
-0.41,-0.02,0.01,1830187000
